id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,calculated_host_listings_count,availability_365
30080995,Budget Room in Cambridge  Full Concept,201911026,George,WellingtonHarrington,42.37029,-71.09552,Private room,76,126,4,49
30104396,Copley House  Standard King,85130,Copley,Area 2MIT,42.34458,-71.08019,Private room,337,11,5,353
30169164,Light filled lofty layout and all yours,11982406,Maggie,Cambridgeport,42.36263,-71.11001,Entire homeapt,214,55,2,264
30227568,Cozy bedr close to TUFTS Harvard 3 By Pike Hubs,220453801,Pike,North Cambridge,42.40121,-71.10381,Private room,59,156,10,0
30227614,Cozy bedr close to TUFTS Harvard MIT 1,220453801,Pike,North Cambridge,42.40318,-71.10332,Private room,60,103,10,0
30228022,Cozy bedr close to TUFTS Harvard 2 By Pike Hubs,220453801,Pike,North Cambridge,42.4013,-71.10554,Private room,59,166,10,264
30386484,Calming Kendall Sq Studio w Gym nr MIT,107434423,Blueground,Area 2MIT,42.362881,-71.08784,Entire homeapt,212,1,383,275
30389876,Bright Mod Kendall Sq 1BR w Gym nr MIT,107434423,Blueground,Area 2MIT,42.362881,-71.08784,Entire homeapt,348,1,383,129
30389899,Kendall Sq Studio Gym Doorman nr MIT,107434423,Blueground,Area 2MIT,42.36288,-71.08784,Entire homeapt,214,1,383,324
30389924,1BR Kendall Sq Gym Doorman nr MIT,107434423,Blueground,Area 2MIT,42.36288,-71.08784,Entire homeapt,388,0,383,95
30390003,Kendall Sq 2BR Gym Doorman nr MIT,107434423,Blueground,Area 2MIT,42.362881,-71.08784,Entire homeapt,302,2,383,263
30390378,Beauty in Back Bay 1BR w Gym nr the Common,107434423,Blueground,Area 2MIT,42.34992,-71.06943,Entire homeapt,259,1,383,278
30390533,Serene Studio Kendall Sq Gym nr MIT,107434423,Blueground,Area 2MIT,42.362881,-71.08784,Entire homeapt,239,1,383,355
30397057,Industrial 1BR nr MIT w Gym Doorman Roof,107434423,Blueground,Area 2MIT,42.362881,-71.08784,Entire homeapt,338,0,383,131
30397078,Back Bay 1BR w Gym nr Newbury St,107434423,Blueground,Area 2MIT,42.348633,-71.074088,Entire homeapt,412,0,383,112
30399454,Cozy private basement apt in Somerville w parking,4686801,Nav,East Cambridge,42.38653,-71.08034,Entire homeapt,108,104,1,22
30403097,Pretty private gardenlevel condoparking near MIT,4119669,Vivia,WellingtonHarrington,42.37305,-71.09279,Entire homeapt,187,46,1,11
30428472,Stunning urban hideaway nearby Harvard Square,66569066,Andrew  Marie,Neighborhood Nine,42.387,-71.12251,Entire homeapt,208,130,1,38
30441472,Cambridge   Harvard    MIT Great Room 2,19788941,Jean Manuel,The Port,42.36614,-71.09618,Private room,43,3,7,290
30489683,Kendall Sq Studio w Gym nr MIT  MGH,107434423,Blueground,Area 2MIT,42.362881,-71.08784,Entire homeapt,253,0,383,357
30539659,Convenient to Boston and near Public Transport,34926211,Quinn,East Cambridge,42.38833,-71.08337,Private room,68,158,3,9
30567500,Cambridge renovated 1BR near PorterHarvard Sq,9365589,J G,North Cambridge,42.39031,-71.12574,Entire homeapt,90,125,2,40
30594732,Private Rm Close to MITKendall,405842634,Fiona,East Cambridge,42.36863,-71.08076,Private room,61,80,2,258
30686042,Cambridge  Harvard  MIT  Great Room,19788941,Jean Manuel,The Port,42.36589,-71.09646,Private room,43,10,7,266
30696669,Private Rm Close to MITKendall 30 Days Minimum,229497500,Yudong,East Cambridge,42.37021,-71.08272,Private room,64,81,12,280
30697014,Private Rm Close to MITKendall,229497500,Yudong,East Cambridge,42.37015,-71.08251,Private room,65,90,12,332
30740992,Charming Studio Fenway Back Bay Symphony,51502814,Nancy,Area 2MIT,42.34129,-71.08766,Entire homeapt,99,60,1,310
30788187,NEW Sunny Large 1Bed facing Harvard Law School,45224133,Clare,Agassiz,42.38069,-71.11865,Entire homeapt,89,20,4,90
30965503,Private Rm Close to MITKendall,229497500,Yudong,East Cambridge,42.37054,-71.0814,Private room,63,66,12,135
30981268,BACK BAY walk to Berklee Northeastern Newbury St,180283497,Michelle,Area 2MIT,42.34622,-71.0904,Entire homeapt,115,3,8,264
31085634,Private Rm Close to MITKendall,405842634,Fiona,East Cambridge,42.37053,-71.08247,Private room,55,93,2,50
31153915,MIT,159674828,ÃÂ¥ÃÂ¨ÃÂ,Area 2MIT,42.36293,-71.08872,Private room,60,6,2,0
31207459,Private Rm Close to MITKendall,229497500,Yudong,East Cambridge,42.36837,-71.08112,Private room,52,81,12,325
31362246,Stay in Somerville Room 1,41553359,Angela,WellingtonHarrington,42.38877,-71.0907,Private room,51,74,2,239
31413037,Davis Arlington Somerville Winchester area,235294473,Eduarda,North Cambridge,42.42048,-71.13606,Private room,41,16,1,49
31419591,Private Rm 5Min Walk to Harvard 1 Month Minimum,229497500,Yudong,Agassiz,42.37896,-71.10706,Private room,68,8,12,284
31448916,Stay in Somerville Room 3,41553359,Angela,WellingtonHarrington,42.38916,-71.08953,Private room,79,69,2,269
31484506,Bright Beacon Hill 1BR nr the State House,107434423,Blueground,East Cambridge,42.365516,-71.067291,Entire homeapt,206,0,383,249
31591262,Boutique Hotel Room  Charlesmark Hotel,224820689,Charlesmark,Area 2MIT,42.34998,-71.07855,Hotel room,318,91,5,295
31764931,Swanky Home Walk to MGH SanitizedLaundry,238179467,BlackFox,East Cambridge,42.35901,-71.06952,Entire homeapt,849,46,8,348
31804638,CycleHaven Winter Hills Best Hideaway,77601134,Lee,WellingtonHarrington,42.3865,-71.09405,Private room,94,92,1,0
31897300,4A Spacious and clean 1BD near bus to Boston,238798977,Michelle,North Cambridge,42.40341,-71.1397,Private room,88,43,10,83
31901686,Private Brookline studio apartment in family home,18938780,Mary-Helen And  Zacky,Cambridgeport,42.34269,-71.1316,Private room,50,2,1,79
31902199,Apartment Somerville,91872854,FionntÃÂÃÂ¡n,Agassiz,42.39124,-71.09851,Private room,73,38,2,178
31904658,4B Comfortable and spacious 1 BD close to Harvard,238798977,Michelle,North Cambridge,42.40487,-71.13991,Private room,91,48,10,165
31930647,Ace LocationLuxeWalk MGHSanitizedDogs OK,238179467,BlackFox,East Cambridge,42.35905,-71.06918,Entire homeapt,299,14,8,210
31932336,Newly RenovatedWalk to MGHLuxeSanitized,238179467,BlackFox,East Cambridge,42.35946,-71.07047,Entire homeapt,499,16,8,264
31933571,Penthouse w DeckWalk MGHSanitizedLaundry,238179467,BlackFox,East Cambridge,42.3585,-71.06742,Entire homeapt,636,13,8,234
31952528,Walk to MGHAce LocationRenovatedSanitized,238179467,BlackFox,East Cambridge,42.36037,-71.0677,Entire homeapt,198,20,8,98
31964808,Beacon Hill Writers LairComfort HistoryAce Loc,238179467,BlackFox,East Cambridge,42.36046,-71.06786,Entire homeapt,249,5,8,239
31983770,Walk to MGHPatio5 StarSanitizedDogs Ok,238179467,BlackFox,East Cambridge,42.3604,-71.069,Entire homeapt,599,19,8,192
31984461,Walk to MGHDeck5 StarSanitizedDogs Ok,238179467,BlackFox,East Cambridge,42.35994,-71.07021,Entire homeapt,199,21,8,309
32031259,4C Comfy private room by bus to HarvardPorter,238798977,Michelle,North Cambridge,42.40303,-71.14156,Private room,96,37,10,67
32031754,4D Spacious bright 1BD near bus to TuftsHarvard,238798977,Michelle,North Cambridge,42.40341,-71.14016,Private room,105,47,10,55
32055447,Newly Renovated  OhSoConvenient,93861,Jason  Dabney,East Cambridge,42.37066,-71.08191,Entire homeapt,163,175,1,74
32062716,Beacon Hill 2BR wGreat Views Gym  Doorman,107434423,Blueground,East Cambridge,42.364968,-71.06887,Entire homeapt,418,0,383,53
32089527,BEDROOMMIT3HARVMGHCENTRALINMANKENDALLUNION,12576232,Thomas,The Port,42.37045,-71.09717,Private room,55,5,5,163
32286134,Tangerine Dream  Pvt Entry MITHarvardDowntown,1182119,Paul,WellingtonHarrington,42.36767,-71.09123,Private room,228,42,1,10
32324379,2BR in Kendall Sq w Gym Doorman nr MIT  MGH,107434423,Blueground,East Cambridge,42.36624,-71.084097,Entire homeapt,306,0,383,204
32330038,Location Your Next Trip Awaits,205269848,Temple Place,East Cambridge,42.35626,-71.06166,Entire homeapt,161,43,15,17
32330134,Peaceful Retreat In Boston Near T Easy Commuting,205269848,Temple Place,Area 2MIT,42.35405,-71.06159,Entire homeapt,169,52,15,164
32330401,Studio Ready 4 Students  Traveling Professionals 310,205269848,Temple Place,Area 2MIT,42.35428,-71.06163,Private room,149,32,15,231
32330465,608  Stylish Affordable Downtown Boston Studio,205269848,Temple Place,Area 2MIT,42.35396,-71.0619,Entire homeapt,156,58,15,160
32330630,Near T and Everything You Need,205269848,Temple Place,East Cambridge,42.35577,-71.06134,Entire homeapt,160,71,15,159
32330936,507 Stylish Studio in the Heart of Boston,205269848,Temple Place,Area 2MIT,42.35388,-71.06296,Entire homeapt,196,47,15,231
32331200,606 Simple Studio in the Heart of Boston,205269848,Temple Place,East Cambridge,42.35624,-71.06101,Entire homeapt,157,81,15,160
32342676,Master bedroom w private bath in Somerville,76033018,Chen,East Cambridge,42.38805,-71.08566,Private room,78,21,1,21
32441363,1 North Cambridge Private Bedroom Full Bed,88140341,Ana,North Cambridge,42.39328,-71.12981,Private room,100,209,2,319
32492523,Beacon Hill Writers LairComfort HistoryAce Loc,105384549,Laura,East Cambridge,42.35991,-71.06947,Entire homeapt,249,11,5,334
32570059,Modern Efficiency Studio Awaits Your Stay,244600805,Bay Village,Area 2MIT,42.34745,-71.07012,Private room,110,51,20,157
32592761,Stunning BOSTON BROWNSTONE by interior designer,244969139,Keith,Area 2MIT,42.34918,-71.093,Entire homeapt,269,6,1,314
32687520,Modern Single Studio at the Heart of Boston,244600805,Bay Village,Area 2MIT,42.34932,-71.07004,Private room,108,36,20,163
32764882,Beautiful Beacon Hill Home  Amazing Location,2006852,Jay,East Cambridge,42.3607,-71.06916,Entire homeapt,315,125,7,130
32791973,4 beds walk to subway HarvardMITKendallBoston,246448509,Emily,WellingtonHarrington,42.37236,-71.08974,Entire homeapt,230,0,2,0
32826985,SeaClusion Queen Harbor View,92691757,Melissa,East Cambridge,42.37213,-71.06123,Private room,300,29,6,158
32831946,Welcoming Private Studio for One,244600805,Bay Village,Area 2MIT,42.34741,-71.07071,Private room,101,28,20,156
32835031,Boston Studio Ready For Long  Short Stays,205269848,Temple Place,Area 2MIT,42.35419,-71.06124,Private room,112,67,15,169
32835033,Studio Ready 4 Students  Traveling Professionals,205269848,Temple Place,Area 2MIT,42.35388,-71.06337,Private room,103,38,15,168
32861080,AT Private Studio in Bostons Bay Village 522,244600805,Bay Village,Area 2MIT,42.34959,-71.07104,Entire homeapt,169,88,20,18
32861086,Modern Single Studio at the Heart of Boston,244600805,Bay Village,Area 2MIT,42.34904,-71.07007,Private room,101,37,20,158
32861088,Great For Last Minute Stays Studio That Sleeps 3 14323,244600805,Bay Village,Area 2MIT,42.34758,-71.06995,Entire homeapt,172,115,20,169
32900803,Highclass private room next to MITHarvard 1,247533528,Roxy,The Port,42.37018,-71.0993,Private room,80,206,3,138
32901476,Highclass private room next to MITHarvard 2,247533528,Roxy,The Port,42.37088,-71.09895,Private room,80,115,3,140
33028188,Kendall Sq Studio w Gym WD by MIT MGH  River,107434423,Blueground,Area 2MIT,42.36288,-71.08784,Entire homeapt,303,2,383,132
33067776,joyful private room next to central sqMIT 1,248859826,Julia,Cambridgeport,42.36132,-71.10914,Private room,80,159,3,136
33072598,joyful private room next to central sqMIT 2,248859826,Julia,Cambridgeport,42.35925,-71.11125,Private room,80,205,3,137
33072838,joyful private room next to central sqMIT 3,248859826,Julia,Cambridgeport,42.36087,-71.11003,Private room,70,183,3,143
33128612,Studio 3minute walk to subway 1 free parking,227996806,Mary,North Cambridge,42.3912,-71.12228,Entire homeapt,150,16,1,364
33183552,Kendall Sq 1BR w Gym WD by MIT MGH  River,107434423,Blueground,Area 2MIT,42.36288,-71.08784,Entire homeapt,354,0,383,119
33196944,605 Perfect Studio Walk To Park  T,205269848,Temple Place,Area 2MIT,42.35409,-71.06271,Entire homeapt,160,66,15,165
33196946,603 Best Location Studio In Downtown Boston,205269848,Temple Place,Area 2MIT,42.35448,-71.06336,Entire homeapt,177,54,15,168
33242374,Keyless private room near MITCentral Sq 1,250298429,Dafne,Cambridgeport,42.36023,-71.10321,Private room,80,208,3,133
33245746,keyless private room near MITCentral Sq 2,250298429,Dafne,Cambridgeport,42.35885,-71.10467,Private room,80,280,3,141
33245987,keyless private room near MITCentral Sq 3,250298429,Dafne,Cambridgeport,42.35831,-71.10457,Private room,80,210,3,134
33250781,Homey Apt  Min from Boston  major Universities,198512899,Matt,East Cambridge,42.38506,-71.08065,Entire homeapt,159,126,3,104
33305468,3A Spacious Comfy 1 BD close to HarvardTufts,238798977,Michelle,North Cambridge,42.4049,-71.14018,Private room,80,19,10,179
33325791,3 Bed 2 Bath w Free Parking near Kendall Square,43450256,Steve,East Cambridge,42.37048,-71.07871,Entire homeapt,189,134,22,314
33335608,The beautiful 2 beds in heart of Coolidge Corner,251115821,Marina,Cambridgeport,42.34148,-71.12502,Entire homeapt,300,27,1,48
33337073,3 Bed 2 Bath Tourist House near Kendall Square,43450256,Steve,East Cambridge,42.37086,-71.07704,Entire homeapt,135,104,22,305
